year,combineRevenuMoins,combineRevenuPlus,combineTaux,montantImpot,inflation,combineRevenuMoinsAjuste,combineRevenuPlusAjuste
2018,104765,144489,0.4746,32139.34223,129,107851.10,148745.27
2018,144489,205842,0.49965,50992.35263,129,148745.27,211905.56
2018,205842,,0.53305,81647.37908,129,211905.56,0.00
2019,0,12069,0,0,131.7,0.00,12169.80
2019,12069,15269,0.12525,0,131.7,12169.80,15396.53
2019,15269,43790,0.27525,400.8,131.7,15396.53,44155.75
2019,43790,47630,0.371175,8251.20525,131.7,44155.75,48027.82
2019,47630,87575,0.371175,9676.51725,131.7,48027.82,88306.45
2019,87575,95259,0.411175,24503.10263,131.7,88306.45,96054.63
2019,95259,106555,0.4571,27662.57133,131.7,96054.63,107444.98
2019,106555,147667,0.4746,32825.97293,131.7,107444.98,148900.36
2019,147667,210371,0.49965,52337.72813,131.7,148900.36,212128.09
2019,210371,,0.53305,83667.78173,131.7,212128.09,0.00
2020,0,13229,0,0,132.8,0.00,13229.00
2020,13229,15532,0.12525,0,132.8,13229.00,15532.00
2020,15532,44545,0.27525,288.45075,132.8,15532.00,44545.00
2020,44545,48535,0.32525,8274.279,132.8,44545.00,48535.00
2020,48535,89080,0.371175,9572.0265,132.8,48535.00,89080.00
2020,89080,97069,0.411175,24621.31688,132.8,89080.00,97069.00
2020,97069,108390,0.4571,27906.19395,132.8,97069.00,108390.00
2020,108390,150473,0.4746,33081.02305,132.8,108390.00,150473.00
2020,150473,214368,0.49965,53053.61485,132.8,150473.00,214368.00
2020,214368,,0.53305,84978.7516,132.8,214368.00,0.00
,,,,,,,
